"essay","model","score"
"29134_1","DATASET_1_xgb_est_400_depth_3",0.883268
"29134_1","DATASET_2_xgb_est_300_depth_5",0.88386
"29134_1","DATASET_3_xgb_est_200_depth_10",0.886327
"29134_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.907407
"29134_1","DATASET_2_xgb_est_300_depth_4",0.889522
"29134_1","DATASET_1_xgb_est_200_depth_10",0.88906
"29134_1","DATASET_2_xgb_est_100_depth_3",0.891057
"29134_1","DATASET_1_xgb_est_100_depth_4",0.889076
"29134_1","DATASET_5_nn_1",0.767126
"29134_1","DATASET_2_xgb_est_400_depth_3",0.886463
"29134_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.910077
"29134_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.888448
"29134_1","DATASET_2_xgb_est_400_depth_6",0.892442
"29134_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.884353
"29134_1","DATASET_3_xgb_est_200_depth_8",0.892005
"29134_1","DATASET_2_xgb_est_300_depth_8",0.895776
"29134_1","DATASET_1_xgb_est_300_depth_5",0.888215
"29134_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.891778
"29134_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.892585
"29134_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.901634
"29134_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.900958
"29134_1","DATASET_2_xgb_est_200_depth_4",0.889158
"29134_1","DATASET_3_xgb_est_100_depth_3",0.891778
"29134_1","DATASET_8_nn_3",0.657766
"29134_1","DATASET_1_xgb_est_100_depth_10",0.893784
"29134_1","DATASET_1_nn_1",0.677678
"29134_1","DATASET_1_xgb_est_100_depth_5",0.897556
"29134_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.899767
"29134_1","DATASET_1_xgb_est_100_depth_8",0.899436
"29134_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.88794
"29134_1","DATASET_3_xgb_est_300_depth_6",0.887438
"29134_1","DATASET_3_xgb_est_200_depth_3",0.887438
"29134_1","DATASET_2_xgb_est_400_depth_5",0.887672
"29134_1","DATASET_1_xgb_est_100_depth_3",0.890826
"29134_1","DATASET_1_xgb_est_400_depth_8",0.883165
"29134_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.9088
"29134_1","DATASET_3_xgb_est_300_depth_3",0.889141
"29134_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.900601
"29134_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.896877
"29134_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.888045
"29134_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.897982
"29134_1","DATASET_1_xgb_est_200_depth_3",0.880708
"29134_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.889158
"29134_1","DATASET_1_xgb_est_300_depth_6",0.884656
"29134_1","DATASET_2_xgb_est_200_depth_5",0.887675
"29134_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.886694
"29134_1","DATASET_3_xgb_est_100_depth_10",0.89688
"29134_1","DATASET_2_xgb_est_300_depth_3",0.890857
"29134_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.893818
"29134_1","DATASET_1_xgb_est_300_depth_10",0.888314
"29134_1","DATASET_1_xgb_est_300_depth_4",0.882392
"29134_1","DATASET_4_nn_1",0.742328
"29134_1","DATASET_2_xgb_est_300_depth_6",0.88794
"29134_1","DATASET_3_xgb_est_300_depth_5",0.888778
"29134_1","DATASET_2_xgb_est_100_depth_5",0.891119
"29134_1","DATASET_2_xgb_est_300_depth_10",0.894039
"29134_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.883617
"29134_1","DATASET_3_xgb_est_300_depth_4",0.883617
"29134_1","DATASET_1_xgb_est_400_depth_6",0.886
"29134_1","DATASET_1_xgb_est_400_depth_4",0.88278
"29134_1","DATASET_2_xgb_est_200_depth_6",0.88868
"29134_1","DATASET_2_nn_1",0.69113
"29134_1","DATASET_2_xgb_est_400_depth_4",0.887438
"29134_1","DATASET_3_xgb_est_100_depth_4",0.891022
"29134_1","DATASET_1_xgb_est_200_depth_5",0.891284
"29134_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.88868
"29134_1","DATASET_1_xgb_est_300_depth_8",0.884518
"29134_1","DATASET_3_nn_1",0.701957
"29134_1","DATASET_2_xgb_est_100_depth_8",0.89236
"29134_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.89512
"29134_1","DATASET_2_xgb_est_200_depth_8",0.89125
"29134_1","DATASET_1_xgb_est_100_depth_6",0.89512
"29134_1","DATASET_1_xgb_est_400_depth_5",0.887846
"29134_1","DATASET_3_xgb_est_200_depth_5",0.888926
"29134_1","DATASET_2_xgb_est_200_depth_10",0.89063
"29134_1","DATASET_4_nn_2",0.746156
"29134_1","DATASET_3_xgb_est_100_depth_8",0.897647
"29134_1","HUMAN",0.964051
"29134_1","ENSEMBLE",0.901282
"30588_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.763022
"30588_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.757952
"30588_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.768602
"30588_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.754746
"30588_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.754657
"30588_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.759713
"30588_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.780549
"30588_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.759538
"30588_1","DATASET_8_nn_3",0.757549
"30588_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.768376
"30588_1","DATASET_3_rf_1",0.751391
"30588_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.784029
"30588_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.766855
"30588_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.762535
"30588_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.761453
"30588_1","DATASET_3_nn_1",0.773737
"30588_1","DATASET_2_nn_1",0.778211
"30588_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.761621
"30588_1","DATASET_5_nn_1",0.776595
"30588_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.754183
"30588_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.762535
"30588_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.755298
"30588_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.750895
"30588_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.757502
"30588_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.762611
"30588_1","DATASET_3_nn_2",0.757976
"30588_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.761989
"30588_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.757312
"30588_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.762463
"30588_1","DATASET_2_nn_2",0.775542
"30588_1","DATASET_1_nn_1",0.771062
"30588_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.778019
"30588_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.754523
"30588_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.758951
"30588_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.767028
"30588_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.754479
"30588_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.757371
"30588_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.757573
"30588_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.764591
"30588_1","DATASET_4_nn_1",0.771391
"30588_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.754463
"30588_1","DATASET_1_nn_2",0.765951
"30588_1","DATASET_4_nn_2",0.756472
"30588_1","HUMAN",0.772793
"30588_1","ENSEMBLE",0.786913
"34863_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.786187
"34863_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.798429
"34863_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.792641
"34863_1","DATASET_2_nn_1",0.774603
"34863_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.805996
"34863_1","DATASET_5_nn_1",0.78925
"34863_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.785911
"34863_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.782413
"34863_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.784995
"34863_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.792233
"34863_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.78231
"34863_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.780918
"34863_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.778802
"34863_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.776952
"34863_1","DATASET_3_nn_1",0.776724
"34863_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.777391
"34863_1","DATASET_1_nn_2",0.696355
"34863_1","DATASET_2_nn_2",0.708051
"34863_1","DATASET_3_rf_1",0.77123
"34863_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.779167
"34863_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.779202
"34863_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.79163
"34863_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.781126
"34863_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.792196
"34863_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.792129
"34863_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.789181
"34863_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.797401
"34863_1","DATASET_4_nn_2",0.762489
"34863_1","DATASET_4_nn_1",0.785165
"34863_1","DATASET_1_nn_1",0.769312
"34863_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.78972
"34863_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.79356
"34863_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.786142
"34863_1","DATASET_8_nn_3",0.751907
"34863_1","DATASET_3_nn_2",0.714494
"34863_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.791924
"34863_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.783859
"34863_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.79163
"34863_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.801476
"34863_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.788418
"34863_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.773877
"34863_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.794091
"34863_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.792479
"34863_1","HUMAN",0.828435
"34863_1","ENSEMBLE",0.811683
"34864_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.42436
"34864_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.301978
"34864_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.334444
"34864_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.385591
"34864_1","DATASET_2_nn_1",0
"34864_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.307686
"34864_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.347058
"34864_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.325921
"34864_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.28009
"34864_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.385591
"34864_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.340654
"34864_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.285631
"34864_1","DATASET_3_nn_1",0
"34864_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.373621
"34864_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.380542
"34864_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.29644
"34864_1","DATASET_1_nn_2",0
"34864_1","DATASET_2_nn_2",0
"34864_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.285631
"34864_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.39238
"34864_1","DATASET_4_nn_1",0.046177
"34864_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.28009
"34864_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.307686
"34864_1","DATASET_8_nn_3",0
"34864_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.32842
"34864_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.373621
"34864_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.353667
"34864_1","DATASET_4_nn_2",0
"34864_1","DATASET_3_nn_2",0
"34864_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.307686
"34864_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.387684
"34864_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.448607
"34864_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.353667
"34864_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.340654
"34864_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.399376
"34864_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.431842
"34864_1","DATASET_3_rf_1",0
"34864_1","DATASET_1_nn_1",0
"34864_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.269512
"34864_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.340654
"34864_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.340654
"34864_1","DATASET_5_nn_1",0.046177
"34864_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.301978
"34864_1","HUMAN",0.809083
"34864_1","ENSEMBLE",0.428824
"44180_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.672953
"44180_1","DATASET_5_nn_1",0.650937
"44180_1","DATASET_4_nn_2",0.603176
"44180_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.682494
"44180_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.686864
"44180_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.68865
"44180_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.671128
"44180_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.676044
"44180_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.680298
"44180_1","DATASET_3_nn_1",0.671572
"44180_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.682698
"44180_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.671473
"44180_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.683216
"44180_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.686726
"44180_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.68667
"44180_1","DATASET_2_nn_1",0.668019
"44180_1","DATASET_4_nn_1",0.647042
"44180_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.685886
"44180_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.681082
"44180_1","DATASET_1_nn_1",0.641392
"44180_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.694898
"44180_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.674477
"44180_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.681648
"44180_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.68914
"44180_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.681481
"44180_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.693505
"44180_1","DATASET_8_nn_3",0.640796
"44180_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.66948
"44180_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.671829
"44180_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.675875
"44180_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.7019
"44180_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.684328
"44180_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.681434
"44180_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.700423
"44180_1","DATASET_1_nn_2",0.616287
"44180_1","DATASET_3_nn_2",0.624036
"44180_1","DATASET_2_nn_2",0.620358
"44180_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.669064
"44180_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.676761
"44180_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.683511
"44180_1","DATASET_3_rf_1",0.624655
"44180_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.686966
"44180_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.694758
"44180_1","HUMAN",0.634764
"44180_1","ENSEMBLE",0.693661
"44182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.733123
"44182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.728951
"44182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.733997
"44182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.732954
"44182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.745952
"44182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.722129
"44182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.736805
"44182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.732373
"44182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.741771
"44182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.73552
"44182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.728136
"44182_1","DATASET_2_nn_2",0.706607
"44182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.743316
"44182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.746597
"44182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.741036
"44182_1","DATASET_4_nn_1",0.718336
"44182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.737169
"44182_1","DATASET_1_nn_2",0.720869
"44182_1","DATASET_2_nn_1",0.726566
"44182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.725278
"44182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.726665
"44182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.729927
"44182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.752171
"44182_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.743969
"44182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.728266
"44182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.742792
"44182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.73692
