"essay","model","score"
"44182_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.737767
"44182_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.745766
"44182_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.739956
"44182_1","DATASET_5_nn_1",0.73163
"44182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.753495
"44182_1","DATASET_3_nn_1",0.737499
"44182_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.733883
"44182_1","DATASET_1_nn_1",0.730614
"44182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.742162
"44182_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.740736
"44182_1","DATASET_3_rf_1",0.719061
"44182_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.747411
"44182_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.734406
"44182_1","DATASET_3_nn_2",0.710207
"44182_1","DATASET_4_nn_2",0.711663
"44182_1","DATASET_8_nn_3",0.71127
"44182_1","HUMAN",0.658959
"44182_1","ENSEMBLE",0.744411
"44298_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.590187
"44298_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.604779
"44298_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.611389
"44298_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.617799
"44298_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.606661
"44298_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.62139
"44298_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.628011
"44298_1","DATASET_3_rf_1",0.585441
"44298_1","DATASET_2_nn_2",0.581154
"44298_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.619111
"44298_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.599195
"44298_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.603451
"44298_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.604567
"44298_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.59432
"44298_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.599861
"44298_1","DATASET_3_nn_2",0.585137
"44298_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.621205
"44298_1","DATASET_2_nn_1",0.581276
"44298_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.613582
"44298_1","DATASET_4_nn_2",0.564173
"44298_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.609328
"44298_1","DATASET_8_nn_3",0.592497
"44298_1","DATASET_3_nn_1",0.578016
"44298_1","DATASET_1_nn_1",0.587865
"44298_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.597957
"44298_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.605774
"44298_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.615375
"44298_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.606926
"44298_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.620445
"44298_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.596845
"44298_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.623917
"44298_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.622674
"44298_1","DATASET_4_nn_1",0.573519
"44298_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.606414
"44298_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.622978
"44298_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.612889
"44298_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.604058
"44298_1","DATASET_5_nn_1",0.577359
"44298_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.606887
"44298_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.617039
"44298_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.629806
"44298_1","DATASET_1_nn_2",0.585153
"44298_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.627776
"44298_1","HUMAN",0.62624
"44298_1","ENSEMBLE",0.619231
"50029_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.519472
"50029_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.556289
"50029_1","DATASET_4_nn_1",0.548137
"50029_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.494533
"50029_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.478528
"50029_1","DATASET_1_nn_1",0.542731
"50029_1","DATASET_2_nn_2",0.52823
"50029_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.521135
"50029_1","DATASET_3_rf_1",0.417152
"50029_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.518567
"50029_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.538
"50029_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.496528
"50029_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.483185
"50029_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.489327
"50029_1","DATASET_3_nn_1",0.528216
"50029_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.557472
"50029_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.539061
"50029_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.543044
"50029_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.525261
"50029_1","DATASET_8_nn_3",0.537797
"50029_1","DATASET_5_nn_1",0.508069
"50029_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.491801
"50029_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.495939
"50029_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.524767
"50029_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.520226
"50029_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.54053
"50029_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.518614
"50029_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.489123
"50029_1","DATASET_1_nn_2",0.55204
"50029_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.533041
"50029_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.515957
"50029_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.529282
"50029_1","DATASET_4_nn_2",0.519062
"50029_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.519515
"50029_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.534608
"50029_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.4921
"50029_1","DATASET_2_nn_1",0.535599
"50029_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.513541
"50029_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.527904
"50029_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.50102
"50029_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.525261
"50029_1","DATASET_3_nn_2",0.544579
"50029_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.521135
"50029_1","HUMAN",0.575156
"50029_1","ENSEMBLE",0.55549
"51500_1","DATASET_1_nn_1",0.563057
"51500_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.534312
"51500_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.554707
"51500_1","DATASET_3_nn_2",0.57305
"51500_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.570576
"51500_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.571839
"51500_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.576467
"51500_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.571631
"51500_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.534118
"51500_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.533593
"51500_1","DATASET_2_nn_2",0.571812
"51500_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.519765
"51500_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.573649
"51500_1","DATASET_4_nn_1",0.547299
"51500_1","DATASET_8_nn_3",0.542307
"51500_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.563196
"51500_1","DATASET_1_nn_2",0.554935
"51500_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.536666
"51500_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.566042
"51500_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.515647
"51500_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.54097
"51500_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.573121
"51500_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.578072
"51500_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.587377
"51500_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.513372
"51500_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.527341
"51500_1","DATASET_4_nn_2",0.57552
"51500_1","DATASET_3_rf_1",0.483192
"51500_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.587186
"51500_1","DATASET_2_nn_1",0.558124
"51500_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.557431
"51500_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.567591
"51500_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.54879
"51500_1","DATASET_3_nn_1",0.561045
"51500_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.567056
"51500_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.545574
"51500_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.549944
"51500_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.547587
"51500_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.551705
"51500_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.553488
"51500_1","DATASET_5_nn_1",0.536422
"51500_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.579747
"51500_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.542127
"51500_1","HUMAN",0.629502
"51500_1","ENSEMBLE",0.577049
"51859_1","DATASET_4_nn_1",0.765378
"51859_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.796549
"51859_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.791415
"51859_1","DATASET_2_nn_2",0.775708
"51859_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.776664
"51859_1","DATASET_4_nn_2",0.755096
"51859_1","DATASET_8_nn_3",0.77549
"51859_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.789423
"51859_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.790249
"51859_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.784194
"51859_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.787674
"51859_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.788811
"51859_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.790796
"51859_1","DATASET_2_nn_1",0.790294
"51859_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.788016
"51859_1","DATASET_3_nn_2",0.781849
"51859_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.791813
"51859_1","DATASET_5_nn_1",0.770923
"51859_1","DATASET_3_rf_1",0.771159
"51859_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.798361
"51859_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.793766
"51859_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.782028
"51859_1","DATASET_3_nn_1",0.788039
"51859_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.794614
"51859_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.788706
"51859_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.767042
"51859_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.789756
"51859_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.785618
"51859_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.789175
"51859_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.79934
"51859_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.781475
"51859_1","DATASET_1_nn_2",0.766777
"51859_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.785536
"51859_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.789004
"51859_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.78665
"51859_1","DATASET_1_nn_1",0.782664
"51859_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.77947
"51859_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.780744
"51859_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.789004
"51859_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.786445
"51859_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.781079
"51859_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.78376
"51859_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.776361
"51859_1","HUMAN",0.747375
"51859_1","ENSEMBLE",0.800205
"54460_1","DATASET_2_nn_1",0.616996
"54460_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.590141
"54460_1","DATASET_3_rf_1",0.611884
"54460_1","DATASET_4_nn_1",0.628292
"54460_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.612644
"54460_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.586931
"54460_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.583918
"54460_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.632251
"54460_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.613483
"54460_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.620381
"54460_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.611579
"54460_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.605112
"54460_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.62414
"54460_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.601505
"54460_1","DATASET_2_nn_2",0.614302
"54460_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.60364
"54460_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.589939
"54460_1","DATASET_3_nn_2",0.601592
"54460_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.62759
"54460_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.604375
"54460_1","DATASET_8_nn_3",0.600316
"54460_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.613025
"54460_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.629743
"54460_1","DATASET_3_nn_1",0.611054
"54460_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.59734
"54460_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.600842
"54460_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.560257
"54460_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.595765
"54460_1","DATASET_1_nn_2",0.59881
"54460_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.606876
"54460_1","DATASET_5_nn_1",0.623088
"54460_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.630065
"54460_1","DATASET_4_nn_2",0.612696
"54460_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.582252
"54460_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.578319
"54460_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.616416
"54460_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.617301
"54460_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.628173
"54460_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.609869
"54460_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.625235
"54460_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.607206
"54460_1","DATASET_1_nn_1",0.606066
"54460_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.617775
"54460_1","HUMAN",0.602747
"54460_1","ENSEMBLE",0.63556
"56555_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.830264
